antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'domain_in_ip=Low', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.33205953338696703,0.34724456958970235,0.2673974255832663,0.8052695336159903,2.319027003265974,1.0,0.15209155583415152,3.3520970936466603,0.8515499450260057,0.649169921875,0.7016792855149295,0.787662279116133
frozenset({'length_url=High'}),"frozenset({'domain_spf=Low', 'phishing=Phishing'})",0.3333668543845535,0.2757441673370877,0.21279163314561544,0.6383107088989443,2.3148656780784473,1.0,0.12086766746556259,2.0024254255859506,0.8520570809192923,0.5369195635625477,0.500605621951,0.7050050991613612
"frozenset({'length_url=High', 'qty_hyphen_url=Low'})",frozenset({'phishing=Phishing'}),0.08135559131134353,0.34724456958970235,0.06506436041834272,0.799752781211372,2.303139778849083,1.0,0.036814073129719516,3.2597477975427824,0.6159185292905913,0.17897648686030432,0.6932278010115366,0.4935630398961581
"frozenset({'length_url=High', 'time_domain_expiration=High'})",frozenset({'phishing=Phishing'}),0.07773531777956556,0.34724456958970235,0.06164521319388576,0.7930142302716688,2.2837340011067115,1.0,0.034652046229601774,3.1536246731697504,0.6095003346779149,0.16966509825629672,0.6829045610570752,0.4852705092858489
"frozenset({'email_in_url=Low', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.31224859211584877,0.34724456958970235,0.24758648431214803,0.792914653784219,2.283447239278967,1.0,0.13915985633788958,3.1521082603794306,0.8172511693756206,0.60107421875,0.6827520131305306,0.7529589197099491
"frozenset({'length_url=High', 'qty_at_url=-0.1455479398857974'})",frozenset({'phishing=Phishing'}),0.3112429605792438,0.34724456958970235,0.24668141592920353,0.7925686591276252,2.282450838796729,1.0,0.13860398804503932,3.1468505562614815,0.815780355900448,0.599023199023199,0.6822219606170243,0.7514827077856487
frozenset({'length_url=High'}),"frozenset({'email_in_url=Low', 'phishing=Phishing'})",0.3333668543845535,0.32612630732099757,0.24758648431214803,0.742684766214178,2.277291802415599,1.0,0.13886678310849687,2.6188643507982334,0.8413651877216753,0.60107421875,0.6181550985276505,0.7509291854505982
frozenset({'length_url=High'}),"frozenset({'phishing=Phishing', 'qty_at_url=-0.1455479398857974'})",0.3333668543845535,0.3251206757843926,0.24668141592920353,0.7399698340874812,2.2759851624391936,1.0,0.13829695894758032,2.5953885844254514,0.8409870230725328,0.599023199023199,0.6147012412704385,0.7493539241578762
"frozenset({'domain_spf=Low', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.2729283990345937,0.34724456958970235,0.21279163314561544,0.7796610169491526,2.245279221703554,1.0,0.11801872869404142,2.9625054149390433,0.7628149618136989,0.5223401629227351,0.6624478743710327,0.6962307401571711
"frozenset({'time_domain_expiration=Medium', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.1421962992759453,0.34724456958970235,0.11001609010458568,0.7736916548797738,2.2280885653415785,1.0,0.060639197365261556,2.8843630581255035,0.6425535426101232,0.28995494301616753,0.653303006643733,0.5452588016651982
"frozenset({'qty_hyphen_url=Medium', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.08457361222847949,0.34724456958970235,0.06446098149637973,0.7621878715814506,2.1949598016235,1.0,0.03509325391945498,2.744836584875301,0.5947073387714152,0.1754722146181221,0.6356795863512472,0.47391177535052836
"frozenset({'length_url=High', 'time_domain_activation=Medium'})",frozenset({'phishing=Phishing'}),0.13565969428801286,0.34724456958970235,0.10307723250201126,0.759822090437361,2.188146790416773,1.0,0.05597014034829963,2.7177996161218876,0.6282158373416195,0.2713794016415144,0.6320552869063502,0.5283327075412985
"frozenset({'length_url=High', 'qty_ip_resolved=High'})",frozenset({'phishing=Phishing'}),0.09955752212389381,0.34724456958970235,0.0753218020917136,0.7565656565656567,2.178768864433504,1.0,0.04075099317238483,2.681443469320311,0.6008437129932457,0.20276123443421767,0.6270665365720058,0.4867392429946731
"frozenset({'qty_dot_url=Medium', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.08266291230893001,0.34724456958970235,0.06224859211584875,0.7530413625304135,2.1686195508260737,1.0,0.03354434471010304,2.643177161562879,0.5874363634367232,0.16931072210065645,0.6216674332155958,0.46615288514589026
"frozenset({'qty_dot_url=High', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.09734513274336283,0.34724456958970235,0.07220434432823813,0.7417355371900827,2.136060869336282,1.0,0.03840177560711667,2.5274690265486726,0.5892047626850183,0.19389684039967595,0.6043472780493271,0.474835333031763
"frozenset({'qty_hyphen_url=High', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.13153660498793243,0.34724456958970235,0.09674175382139984,0.7354740061162078,2.118028820393736,1.0,0.051066382037074545,2.46764191611754,0.6078124834493522,0.253224532771782,0.5947548169495565,0.5070361632086976
"frozenset({'domain_spf=High', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.0757240547063556,0.34724456958970235,0.055611423974255836,0.7343957503320053,2.114923643585711,1.0,0.02931665719016031,2.4576241954947706,0.5703596351726263,0.15138242540377772,0.5931029643046466,0.4472731720093273
"frozenset({'asn_ip=Low', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.08135559131134353,0.34724456958970235,0.05923169750603379,0.7280593325092707,2.096675934686414,1.0,0.03098141021741058,2.400359741826958,0.569376537376069,0.1603593792540158,0.5833957791514695,0.44931782148197386
"frozenset({'qty_mx_servers=High', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.09382542236524537,0.34724456958970235,0.06788012872083668,0.7234726688102894,2.083467193353466,1.0,0.03529976031504502,2.3605458006697972,0.5738748936485036,0.18189167340339527,0.5763691601678506,0.45947742910540534
"frozenset({'qty_redirects=High', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.0841713596138375,0.34724456958970235,0.06074014481094127,0.7216248506571087,2.078145819558149,1.0,0.03151209727005421,2.3448768036627428,0.5664834997022157,0.1638632664134563,0.5735383631080402,0.4482726048825654
"frozenset({'qty_nameservers=High', 'length_url=High'})",frozenset({'phishing=Phishing'}),0.11584875301689461,0.34724456958970235,0.08165728077232502,0.7048611111111112,2.029869356759018,1.0,0.041429430393469725,2.2116889877431265,0.5738355961756546,0.2140785657790667,0.547856861637481,0.4700094724394247
"frozenset({'time_domain_activation=Low', 'qty_mx_servers=Medium'})",frozenset({'phishing=Phishing'}),0.12248592115848753,0.34724456958970235,0.083266291230893,0.6798029556650247,1.9577065135050695,1.0,0.04073372025741579,2.0386054211275453,0.5574818882101467,0.21545667447306796,0.5094685859086436,0.4597972206648321
"frozenset({'time_domain_activation=Low', 'asn_ip=Medium'})",frozenset({'phishing=Phishing'}),0.11836283185840708,0.34724456958970235,0.07793644408688656,0.6584536958368734,1.8962246022015259,1.0,0.036835593482795685,1.9111769691366176,0.5360893673857611,0.20103761348897534,0.4767622171317007,0.44144810479651375
"frozenset({'time_domain_activation=Low', 'qty_nameservers=Medium'})",frozenset({'phishing=Phishing'}),0.12771520514883347,0.34724456958970235,0.07934432823813355,0.621259842519685,1.7891131983827824,1.0,0.03499591679616633,1.72349146906669,0.5056420525130388,0.2005592272496187,0.41978244862359393,0.4248784008428138
"frozenset({'qty_redirects=Low', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.11856395816572808,0.34724456958970235,0.07351166532582462,0.620016963528414,1.7855339372506656,1.0,0.0323409747037149,1.717854134941386,0.4991212250564403,0.1873878492694181,0.4178783986021489,0.4158584672840448
"frozenset({'qty_ip_resolved=Low', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.10941271118262269,0.34724456958970235,0.06767900241351568,0.6185661764705882,1.7813559394218155,1.0,0.02968603261126345,1.7113202609310934,0.49251756014340714,0.17399172699069282,0.4156558402131458,0.4067345796919984
"frozenset({'qty_redirects=Medium', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.1173572003218021,0.34724456958970235,0.07250603378921963,0.6178234790059983,1.7792171083798574,1.0,0.03175438327522299,1.7079945903336713,0.49618605050996195,0.18491921005385997,0.4145180519543441,0.41331370880505536
"frozenset({'time_domain_activation=Low', 'asn_ip=High'})",frozenset({'phishing=Phishing'}),0.12872083668543846,0.34724456958970235,0.07874094931617055,0.61171875,1.7616366203301477,1.0,0.034043337784109104,1.6811407463283317,0.4962198802107102,0.19822784810126579,0.4051658065013095,0.41923904485230234
"frozenset({'qty_ip_resolved=Medium', 'time_domain_activation=Low'})",frozenset({'phishing=Phishing'}),0.11564762670957361,0.34724456958970235,0.07069589702333065,0.611304347826087,1.7604432188770949,1.0,0.0305378866624942,1.6793484227557993,0.4884492239147926,0.18025641025641023,0.40453095590550137,0.4074477140230927
