antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'time_domain_activation=High', 'url_shortened=Low'})",frozenset({'phishing=Legitimate'}),0.3323612228479485,0.6527554304102977,0.3137570394207562,0.9440242057488654,1.4462142508036846,1.0,0.09680644634895072,6.2034773107781955,0.46213541002854136,0.46734571599760333,0.8388000874505407,0.7123448713230538
"frozenset({'time_domain_activation=High', 'qty_at_url=-0.1455479398857974'})",frozenset({'phishing=Legitimate'}),0.332461786001609,0.6527554304102977,0.31365647626709575,0.9434361766485179,1.4453134094273397,1.0,0.09664024005063915,6.138986882692814,0.4615594088888085,0.4670560047918539,0.8371066726304262,0.7119738270394029
"frozenset({'time_domain_activation=High', 'email_in_url=Low'})",frozenset({'phishing=Legitimate'}),0.3329646017699115,0.6527554304102977,0.3137570394207562,0.9423135004530353,1.4435935061631462,1.0,0.09641258748104428,6.019511884353422,0.46067153548496825,0.4669260700389104,0.8338735732710637,0.7114895186751388
frozenset({'time_domain_activation=High'}),frozenset({'phishing=Legitimate'}),0.3333668543845535,0.6527554304102977,0.3137570394207562,0.9411764705882353,1.4418516135463582,1.0,0.09615001490243996,5.903157683024937,0.4596941469301553,0.466646724498953,0.8305991380044633,0.7109210037427388
frozenset({'time_domain_activation=High'}),"frozenset({'phishing=Legitimate', 'url_shortened=Low'})",0.3333668543845535,0.6527554304102977,0.3137570394207562,0.9411764705882353,1.4418516135463582,1.0,0.09615001490243996,5.903157683024937,0.4596941469301553,0.466646724498953,0.8305991380044633,0.7109210037427388
"frozenset({'time_domain_activation=High', 'domain_in_ip=Low'})",frozenset({'phishing=Legitimate'}),0.3333668543845535,0.6527554304102977,0.3137570394207562,0.9411764705882353,1.4418516135463582,1.0,0.09615001490243996,5.903157683024937,0.4596941469301553,0.466646724498953,0.8305991380044633,0.7109210037427388
frozenset({'time_domain_activation=High'}),"frozenset({'phishing=Legitimate', 'domain_in_ip=Low'})",0.3333668543845535,0.6527554304102977,0.3137570394207562,0.9411764705882353,1.4418516135463582,1.0,0.09615001490243996,5.903157683024937,0.4596941469301553,0.466646724498953,0.8305991380044633,0.7109210037427388
frozenset({'time_domain_activation=High'}),"frozenset({'phishing=Legitimate', 'email_in_url=Low'})",0.3333668543845535,0.6527554304102977,0.3137570394207562,0.9411764705882353,1.4418516135463582,1.0,0.09615001490243996,5.903157683024937,0.4596941469301553,0.466646724498953,0.8305991380044633,0.7109210037427388
frozenset({'time_domain_activation=High'}),"frozenset({'phishing=Legitimate', 'qty_at_url=-0.1455479398857974'})",0.3333668543845535,0.6526548672566371,0.31365647626709575,0.9408748114630469,1.441611575529821,1.0,0.09608297617098233,5.874740382878826,0.4595209164546603,0.46649715824110083,0.8297797119827846,0.7107301638208917
"frozenset({'qty_ip_resolved=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.10780370072405471,0.6527554304102977,0.10116653258246179,0.9384328358208955,1.4376484546915707,1.0,0.030797081516508534,5.640093615153954,0.3412025592163878,0.1534238218697575,0.8226979783964625,0.5467083297884326
"frozenset({'qty_nameservers=Low', 'time_domain_activation=High'})",frozenset({'phishing=Legitimate'}),0.10750201126307321,0.6527554304102977,0.1008648431214803,0.9382600561272217,1.437383761843952,1.0,0.03069232148948027,5.6243097710816965,0.34094370409897073,0.1529662955619948,0.8222004049027202,0.5463908507411644
"frozenset({'time_domain_activation=High', 'qty_ip_resolved=Medium'})",frozenset({'phishing=Legitimate'}),0.10750201126307321,0.6527554304102977,0.1008648431214803,0.9382600561272217,1.437383761843952,1.0,0.03069232148948027,5.6243097710816965,0.34094370409897073,0.1529662955619948,0.8222004049027202,0.5463908507411644
"frozenset({'time_domain_activation=High', 'qty_ip_resolved=Low'})",frozenset({'phishing=Legitimate'}),0.10931214802896219,0.6527554304102977,0.10247385358004828,0.937442502299908,1.4361312960823116,1.0,0.031119755344328884,5.550806575647152,0.34095540272809166,0.1553590486354627,0.8198460014104504,0.5472145495631415
"frozenset({'time_domain_expiration=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.11886564762670958,0.6527554304102977,0.11142397425583267,0.9373942470389172,1.4360573705985198,1.0,0.033833777278261076,5.546528125067954,0.3446114539564924,0.16877380045696874,0.81970703520272,0.55404606821211
"frozenset({'time_domain_activation=High', 'qty_nameservers=Medium'})",frozenset({'phishing=Legitimate'}),0.12188254223652453,0.6527554304102977,0.11423974255832663,0.9372937293729373,1.4359033808172066,1.0,0.03468025124122276,5.537637083456833,0.3457103707909388,0.17298614283538905,0.819417562955253,0.5561526419164794
"frozenset({'time_domain_expiration=High', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.13948109412711182,0.6527554304102977,0.13073209975864844,0.9372746935832733,1.4358742186091618,1.0,0.03968505812760631,5.5359565289760635,0.3527640887802159,0.1976284584980237,0.8193627434092295,0.5687760003118955
"frozenset({'qty_hyphen_url=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.12831858407079647,0.6527554304102977,0.12017296862429606,0.9365203761755486,1.434718628976992,1.0,0.036412316049523344,5.470173713536547,0.34760316887199194,0.18183201460742543,0.8171904490847539,0.5603107195929353
"frozenset({'qty_mx_servers=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.10116653258246179,0.6527554304102977,0.09452936444086886,0.9343936381709741,1.431460535814538,1.0,0.028492360921886603,5.292849045564245,0.33533776417209793,0.14335824309897818,0.8110658378141229,0.5396047685539819
"frozenset({'length_url=Low', 'asn_ip=Medium'})",frozenset({'phishing=Legitimate'}),0.09563555913113435,0.6527554304102977,0.08930008045052293,0.9337539432176657,1.430480544038895,1.0,0.026873449887349847,5.241739455235036,0.3327576854069681,0.13548977723527617,0.809223634913544,0.5352793749365173
"frozenset({'url_shortened=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.3305510860820595,0.6527554304102977,0.3085277554304103,0.9333738971706723,1.4298983259074356,1.0,0.09275873896232414,5.2118397271294565,0.4491001032331299,0.45722801788375556,0.8081291727382466,0.703014170893147
"frozenset({'qty_nameservers=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.11112228479485117,0.6527554304102977,0.10347948511665325,0.9312217194570135,1.4266012599415407,1.0,0.03094381027721449,5.048753281534481,0.3364166735658107,0.15669255367747828,0.801931299820603,0.5448744554764654
"frozenset({'time_domain_activation=High', 'qty_redirects=Medium'})",frozenset({'phishing=Legitimate'}),0.09845132743362832,0.6527554304102977,0.0916130329847144,0.9305413687436159,1.4255589848692831,1.0,0.027348394371311202,4.999300494534095,0.3311199854538598,0.1388931239518219,0.7999720158663529,0.5354447715694662
"frozenset({'time_domain_activation=High', 'qty_mx_servers=Low'})",frozenset({'phishing=Legitimate'}),0.08226065969428802,0.6527554304102977,0.07642799678197908,0.9290953545232272,1.4233437383113496,1.0,0.022731904457399074,4.897345826282342,0.32408878046529854,0.11604825164147198,0.7958077629246949,0.5230902747042264
"frozenset({'time_domain_expiration=Low', 'time_domain_activation=High'})",frozenset({'phishing=Legitimate'}),0.11977071600965407,0.6527554304102977,0.11122284794851167,0.9286314021830395,1.4226329784791472,1.0,0.033041862669080393,4.865509204486303,0.3375007153321134,0.16818734793187348,0.7944716661767,0.5495105863172168
"frozenset({'domain_spf=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.28700724054706356,0.6527554304102977,0.26629123089300083,0.9278206026629293,1.421390860095543,1.0,0.0789456960588305,4.810854376742775,0.41580190387721105,0.39540092578766617,0.7921367138372919,0.6678850355788841
"frozenset({'qty_redirects=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.10136765888978279,0.6527554304102977,0.09402654867256637,0.927579365079365,1.4210212919964882,1.0,0.027858258864281962,4.794829125293418,0.3297018848232708,0.1424436319317489,0.7914419943090661,0.5358124833407917
"frozenset({'time_domain_activation=High', 'qty_dot_url=Low'})",frozenset({'phishing=Legitimate'}),0.10096540627514079,0.6527554304102977,0.09362429605792438,0.9272908366533865,1.4205792758714026,1.0,0.027718578828244286,4.775802025589882,0.32931081298644505,0.1418342474101158,0.7906110859198596,0.535360100193894
"frozenset({'qty_redirects=High', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.1338495575221239,0.6527554304102977,0.12409493161705551,0.9271224643125469,1.4203213349443793,1.0,0.03672390608647362,4.764768269318486,0.34166578695165284,0.18731026108075288,0.7901262047853941,0.5586159232670422
"frozenset({'time_domain_activation=High', 'asn_ip=High'})",frozenset({'phishing=Legitimate'}),0.1087087691069992,0.6527554304102977,0.1007642799678198,0.9269195189639223,1.4200104292986047,1.0,0.029804040600006854,4.751536452233776,0.33185541362271503,0.15251141552511413,0.7895417597964794,0.5406435524260376
"frozenset({'domain_in_ip=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.333065164923572,0.6527554304102977,0.3085277554304103,0.9263285024154588,1.4191050112493178,1.0,0.09111766034604724,4.713418092135624,0.44281764523632394,0.4555308092056421,0.7878397416795027,0.6994914735155402
"frozenset({'qty_nameservers=High', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.11031777956556718,0.6527554304102977,0.10217216411906678,0.9261622607110301,1.4188503343876882,1.0,0.03016163443683663,4.702806084443256,0.33180839361000525,0.1545952525867316,0.7873609963829955,0.5413433395682712
frozenset({'length_url=Low'}),"frozenset({'phishing=Legitimate', 'qty_at_url=-0.1455479398857974'})",0.3333668543845535,0.6526548672566371,0.3085277554304103,0.9254901960784313,1.4180392156862744,1.0,0.09095425533429685,4.661737307871444,0.4422235631316942,0.45539557666617186,0.7854876982640188,0.699108734402852
frozenset({'length_url=Low'}),frozenset({'phishing=Legitimate'}),0.3333668543845535,0.6527554304102977,0.3085277554304103,0.9254901960784313,1.4178207533205855,1.0,0.09092073091209402,4.660387644493369,0.442060565926297,0.4553279905016324,0.7854255748056533,0.6990723203470264
frozenset({'length_url=Low'}),"frozenset({'phishing=Legitimate', 'url_shortened=Low'})",0.3333668543845535,0.6527554304102977,0.3085277554304103,0.9254901960784313,1.4178207533205855,1.0,0.09092073091209402,4.660387644493369,0.442060565926297,0.4553279905016324,0.7854255748056533,0.6990723203470264
frozenset({'length_url=Low'}),"frozenset({'phishing=Legitimate', 'domain_in_ip=Low'})",0.3333668543845535,0.6527554304102977,0.3085277554304103,0.9254901960784313,1.4178207533205855,1.0,0.09092073091209402,4.660387644493369,0.442060565926297,0.4553279905016324,0.7854255748056533,0.6990723203470264
"frozenset({'qty_at_url=-0.1455479398857974', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.3333668543845535,0.6527554304102977,0.3085277554304103,0.9254901960784313,1.4178207533205855,1.0,0.09092073091209402,4.660387644493369,0.442060565926297,0.4553279905016324,0.7854255748056533,0.6990723203470264
"frozenset({'email_in_url=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.3333668543845535,0.6527554304102977,0.3085277554304103,0.9254901960784313,1.4178207533205855,1.0,0.09092073091209402,4.660387644493369,0.442060565926297,0.4553279905016324,0.7854255748056533,0.6990723203470264
frozenset({'length_url=Low'}),"frozenset({'phishing=Legitimate', 'email_in_url=Low'})",0.3333668543845535,0.6527554304102977,0.3085277554304103,0.9254901960784313,1.4178207533205855,1.0,0.09092073091209402,4.660387644493369,0.442060565926297,0.4553279905016324,0.7854255748056533,0.6990723203470264
"frozenset({'time_domain_activation=High', 'qty_mx_servers=Medium'})",frozenset({'phishing=Legitimate'}),0.11263073209975864,0.6527554304102977,0.10418342719227675,0.925,1.4170697889385302,1.0,0.03066310518307186,4.6299275945293665,0.33167528362451293,0.15756653992395436,0.7840139009556908,0.5423028038822986
"frozenset({'qty_hyphen_url=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.13183829444891393,0.6527554304102977,0.12188254223652453,0.9244851258581235,1.4162810185692774,1.0,0.03582437959896416,4.59835990638484,0.338560703632045,0.18391502276176022,0.7825311588569881,0.5556025999033338
"frozenset({'qty_ip_resolved=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.10589300080450523,0.6527554304102977,0.09784794851166533,0.9240265906932573,1.415578557672739,1.0,0.028725717194082512,4.570606647224454,0.3283444359765172,0.14807487444833356,0.781210662569867,0.5369632260198686
"frozenset({'asn_ip=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.1257039420756235,0.6527554304102977,0.1161504424778761,0.924,1.4155378215991372,1.0,0.03409651166403137,4.569007494601348,0.3357612405231453,0.17537200121469781,0.7811340863017667,0.5509693421660762
"frozenset({'qty_redirects=Low', 'time_domain_activation=High'})",frozenset({'phishing=Legitimate'}),0.09563555913113435,0.6527554304102977,0.08829444891391794,0.9232386961093586,1.4143715289033216,1.0,0.025867818350744858,4.523692954517904,0.3239536850605393,0.13375990249847652,0.778941672201408,0.5292514540475926
"frozenset({'qty_redirects=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.09814963797264682,0.6527554304102977,0.09040627514078842,0.9211065573770492,1.411105162002369,1.0,0.026338565961338434,4.4014376612928485,0.32304205584756174,0.13687576126674783,0.7728015078359041,0.5298030090844574
"frozenset({'asn_ip=High', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.11202735317779565,0.6527554304102977,0.10307723250201126,0.9201077199281867,1.409574975653349,1.0,0.029950769360712823,4.346409556437399,0.3272243736706902,0.15577507598784193,0.7699250411137819,0.5390093367781436
"frozenset({'qty_nameservers=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.11192679002413515,0.6527554304102977,0.10287610619469026,0.9191374663072777,1.4080885787951885,1.0,0.029815286198042898,4.294257843925987,0.32634404727946165,0.15544750037988145,0.767130890518265,0.5383701505007348
"frozenset({'qty_ip_resolved=High', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.11967015285599357,0.6527554304102977,0.10951327433628319,0.915126050420168,1.4019432206714144,1.0,0.031397932201502984,4.0912974040766885,0.32567832561601634,0.1652002427184466,0.7555787562635826,0.54144840496667
"frozenset({'time_domain_activation=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.08216009654062752,0.6527554304102977,0.0751206757843926,0.9143206854345166,1.4007094278171057,1.0,0.021490226604463675,4.052840190782672,0.31168404673073064,0.11385459533607682,0.7532594543761463,0.5147015536246685
frozenset({'time_domain_activation=High'}),"frozenset({'domain_spf=Low', 'phishing=Legitimate'})",0.3333668543845535,0.5749195494770716,0.2674979887369268,0.8024132730015084,1.3956966217818787,1.0,0.07583886700357079,2.1513613640969598,0.42528925647956073,0.4174513496547395,0.535178042755382,0.6338461327400406
"frozenset({'time_domain_activation=High', 'qty_dot_url=High'})",frozenset({'phishing=Legitimate'}),0.0924175382139984,0.6527554304102977,0.0839702333065165,0.9085963003264418,1.3919398567934274,1.0,0.023644183372177836,3.7990209458682904,0.31025076716373345,0.1269961977186312,0.7367742862572073,0.5186179776166179
"frozenset({'qty_hyphen_url=High', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.07320997586484312,0.6527554304102977,0.06647224456958971,0.9079670329670331,1.390975839751067,1.0,0.018684035263606527,3.7730454725567695,0.3032836401075811,0.10079292467215614,0.734962112894346,0.5049001703118943
frozenset({'length_url=Low'}),"frozenset({'domain_spf=Low', 'phishing=Legitimate'})",0.3333668543845535,0.5749195494770716,0.26629123089300083,0.7987933634992459,1.3894002460445167,1.0,0.0746321091596448,2.1126562121192025,0.4204186242906866,0.4147869674185465,0.5266622206379232,0.6309866765021155
"frozenset({'qty_dot_url=Medium', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.13093322606596944,0.6527554304102977,0.11816170555108609,0.9024577572964669,1.3825358093600473,1.0,0.0326943312153854,3.559940390596789,0.3183776411094752,0.17754608643094588,0.719096420085742,0.541738815483852
"frozenset({'qty_mx_servers=High', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.11413917940466613,0.6527554304102977,0.10197103781174578,0.8933920704845816,1.368647473255073,1.0,0.02746606863277476,3.2572114585480363,0.30405641262981226,0.15335753176043557,0.6929889223569878,0.5248041849880927
"frozenset({'time_domain_activation=High', 'qty_hyphen_url=High'})",frozenset({'phishing=Legitimate'}),0.08889782783588093,0.6527554304102977,0.07934432823813355,0.8925339366515836,1.367332840250092,1.0,0.021315788366582544,3.23120210018207,0.29486174412520944,0.11979957485575461,0.6905176559696924,0.5070434280392412
"frozenset({'length_url=Medium', 'time_domain_expiration=High'})",frozenset({'phishing=Legitimate'}),0.1161504424778761,0.6527554304102977,0.10358004827031375,0.8917748917748918,1.3661700082898665,1.0,0.027762216198321213,3.208539823008849,0.30324920713999287,0.155683192261185,0.688331747410809,0.5252280713688817
"frozenset({'qty_dot_url=High', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.10317779565567176,0.6527554304102977,0.0918141592920354,0.8898635477582847,1.36324189168208,1.0,0.024464292880031643,3.1528577734427863,0.29710957839799745,0.1382495457298607,0.6828274309030937,0.5152599205437549
"frozenset({'qty_mx_servers=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.10679806918744972,0.6527554304102977,0.09493161705551086,0.8888888888888888,1.361748746127116,1.0,0.025218597436068357,3.1252011263073194,0.29741330781355535,0.14283552731124224,0.6800205940084305,0.5171605128468477
"frozenset({'time_domain_expiration=Medium', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.0750201126307321,0.6527554304102977,0.06637168141592921,0.8847184986595175,1.3553598445031954,1.0,0.017401895506226665,3.012144754813,0.28345325400119925,0.10034970351223964,0.6680106431133048,0.49319887342465935
"frozenset({'asn_ip=Low', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.1263073209975865,0.6527554304102977,0.11162510056315365,0.8837579617834395,1.3538883333807612,1.0,0.02917731088140245,2.987254653456616,0.29917458895359433,0.16724423685400028,0.6652444749419408,0.5273819850513253
"frozenset({'qty_redirects=High', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.11534593724859211,0.6527554304102977,0.1007642799678198,0.8735832606800349,1.3383010236022594,1.0,0.025471593053035854,2.7468242849613005,0.28574327983795955,0.15099457504520794,0.6359432216050585,0.5139754232840938
"frozenset({'qty_dot_url=Medium', 'time_domain_expiration=High'})",frozenset({'phishing=Legitimate'}),0.12258648431214803,0.6527554304102977,0.10699919549477072,0.8728465955701394,1.3371724767138293,1.0,0.026980202165109324,2.7309105182570774,0.2873825322618868,0.16009629852542884,0.6338217626265469,0.5183829342047277
"frozenset({'qty_hyphen_url=Medium', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.1168543845534996,0.6527554304102977,0.10166934835076429,0.8700516351118761,1.332890688576875,1.0,0.025392014266214208,2.672173442802875,0.28279699889689836,0.15221318879855464,0.6257727945417016,0.5129028781013085
"frozenset({'qty_mx_servers=High', 'time_domain_expiration=High'})",frozenset({'phishing=Legitimate'}),0.12419549477071601,0.6527554304102977,0.10740144810941271,0.8647773279352227,1.3248106222443157,1.0,0.02633216446533411,2.567946367923846,0.2799427644483321,0.16040853109041753,0.6105837674450779,0.5146564193211778
"frozenset({'qty_dot_url=Low', 'length_url=Low'})",frozenset({'phishing=Legitimate'}),0.1516492357200322,0.6527554304102977,0.13022928399034595,0.8587533156498673,1.3155820321710492,1.0,0.031239421856523633,2.4584263424472814,0.28276059029970824,0.19316825775656324,0.5932357285902927,0.5291301626778069
"frozenset({'qty_nameservers=High', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.10720032180209171,0.6527554304102977,0.0919147224456959,0.8574108818011258,1.3135254673594814,1.0,0.021939130247649097,2.4352809946225187,0.2673500694806279,0.13758843895830197,0.589369767920763,0.4991106172986526
"frozenset({'qty_hyphen_url=Low', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.12369267900241351,0.6527554304102977,0.10599356395816573,0.8569105691056911,1.312759004650592,1.0,0.025252496037342503,2.4267660261098514,0.2718744379151262,0.15809209539523023,0.5879289600889058,0.5096446236377323
"frozenset({'domain_spf=Low', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.290728077232502,0.6527554304102977,0.24849155269509252,0.8547215496368039,1.3094054983189614,1.0,0.05871722150883241,2.3902001206757846,0.33315098270520777,0.3575459412530748,0.5816249897446794,0.6177012462403708
"frozenset({'qty_redirects=High', 'qty_mx_servers=High'})",frozenset({'phishing=Legitimate'}),0.13435237329042637,0.6527554304102977,0.11464199517296862,0.8532934131736528,1.3072176399012176,1.0,0.026942753919131368,2.3669323723053197,0.27149204330528925,0.17048003589053384,0.5775122214302935,0.5144606027507457
"frozenset({'qty_dot_url=Medium', 'qty_redirects=High'})",frozenset({'phishing=Legitimate'}),0.12178197908286403,0.6527554304102977,0.10358004827031375,0.8505367464905037,1.3029945165770402,1.0,0.02408620009786097,2.323277203166461,0.2647828402255033,0.15437649880095922,0.5695735323201763,0.5046089987266876
"frozenset({'qty_redirects=High', 'time_domain_expiration=High'})",frozenset({'phishing=Legitimate'}),0.13022928399034595,0.6527554304102977,0.11061946902654868,0.8494208494208494,1.3012849987122055,1.0,0.025611596703405515,2.306060090352125,0.2661952511588307,0.1645228836374514,0.5663599555867148,0.5094431315352591
"frozenset({'qty_ip_resolved=Medium', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.1079042638777152,0.6527554304102977,0.0916130329847144,0.8490214352283318,1.3006731092143786,1.0,0.021177938774110075,2.2999594022824117,0.25912837015888546,0.13693070795130013,0.5652097167421175,0.4946848048118242
"frozenset({'qty_dot_url=Medium', 'asn_ip=Low'})",frozenset({'phishing=Legitimate'}),0.10579243765084473,0.6527554304102977,0.08980289621882542,0.8488593155893537,1.3004247472223898,1.0,0.020746308045893683,2.2974923723796663,0.2583521859174596,0.13428571428571429,0.5647428422300993,0.4932172097897469
frozenset({'length_url=Medium'}),"frozenset({'domain_spf=Low', 'phishing=Legitimate'})",0.333266291230893,0.5749195494770716,0.24849155269509252,0.7456246228123113,1.2969199316504503,1.0,0.05689024668473297,1.6710754603001001,0.3433790338972808,0.37667682926829266,0.40158297829326334,0.5889221592284402
"frozenset({'time_domain_expiration=Low', 'length_url=Medium'})",frozenset({'phishing=Legitimate'}),0.10106596942880129,0.6527554304102977,0.08507642799678197,0.8417910447761193,1.28959638719053,1.0,0.01910506762245079,2.1948477511801925,0.24981097255710272,0.12721804511278192,0.5443875323642428,0.486062676909705
"frozenset({'length_url=Medium', 'url_shortened=Low'})",frozenset({'phishing=Legitimate'}),0.3321600965406275,0.6527554304102977,0.27956556717618664,0.841659097789888,1.2893942487170922,1.0,0.06274626039368328,2.1930187635846785,0.3360715914544376,0.3963501568291987,0.5440075494997527,0.6349722079613436
